"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","price_vol","avg_vol","pe_z","pe_ratio_ttm","pbr_z","price_book_mrq","market_cap_millions","shares_market_cap","shares_outstanding_millions","return_on_equity_ttm_percent","der_z","total_debt_equity_mrq","profit_margin_percent","operating_margin_ttm_percent","enterprise_value_ebitda","qgyoy_adjusted","qrgyoy_z","qrgyoy","quarterly_revenue_growth_yoy_percent"
"199","TGH.AX","Terragen Holdings Limited","Terragen Holdings Ltd is an Australia-based agricultural biotech company. The Company is focused on developing Agricultural bio solutions whose core technology platform is focused on addressing issues related to soil health and productivity, and animal health and nutrition. The Company is focused on utilizing its portfolio of microbes in the development, production, and marketing of biological products for agriculture sector. Its offered products are Mylo and Great Land. Mylo is a liquid, live microbial feed supplement for livestock and Great Land is a soil conditioner containing live microbes.",2021-02-12,0.48,0.49,0.08,0.33,0,1.24,202117,-0.19,0,-0.03,4.95,85.39,0.45,189.76,-49.56,-0.24,2.8,0,-330.13,-14.47,35.9,0.59,91,35.9
"200","TSO.AX","Tesoro Resources Limited","Tesoro Resources Limited, formerly Plukka Limited, is an Australia-based gold exploration company. The Company focuses on acquiring, exploring and developing mining projects in the Coastal Cordillera region of Chile. It focuses on gold exploration at the El Zorro Gold Project and Espina Gold Project. El Zorro Gold Project is located 130 kilometers from Copiapo in Region III of Chile, approximately 850 kilometers north of the Chilean capital, Santiago. Espina Gold Project covers an area of approximately 10,500 hectares. Espina Gold Project is located 50 kilometers south of Santiago, in the Maipo Valley, Chile. Espina Gold Project covers an area of approximately 5,530 hectares and is targeting epithermal style gold mineralization.",2021-02-12,0.22,0.52,0.02,0.27,0,1.85,3417155,-0.19,0,0.65,11.5,127.65,0.23,555,-86.47,-0.27,0,0,0,-85.62,0,-1.07,1,0
"201","TGM.AX","Theta Gold Mines Limited","Theta Gold Mines Ltd, formerly Stonewall Resources Limited, is an Australia-based gold mining company. The principal activities of the Company are the consolidation of costs in the South African entities, as well as a review of the Pre Mined Residue Project with a view to bringing it into operation. The Company's operating segments include TGME, Bosveld and Sabie. The Company's projects include Transvaal Gold Mining Estates Limited (TGME) Project and Sabie. The TGME project is located around the towns of Pilgrims Rest. The TGME Project consists of two mining operations: Central/Northern (near and to the north of town Pilgrim's Rest) and Southern (town Sabie to the south). The Sabie project is located in the Mpumalanga Province of South Africa. The Company owns Lucky Draw Gold Project, which is located in Australia, near the township of Burraga in New South Wales.",2021-02-12,0.36,0.4,0.17,0.29,0,0.79,154189,-0.19,0,3.53,39.44,164.09,0.35,462.23,-110.98,1.63,143.51,0,0,-31.95,0,-1.07,1,0
"202","TIE.AX","Tietto Minerals Limited","Tietto Minerals Ltd is an Australia-based metals exploration company. The Company is focused on exploring and developing gold projects in West African. Through its subsidiaries, the Company holds three gold exploration projects: the Abujar project in the central western region of Cote d’lvoire; the Dube South project in the southeastern region of Liberia; and the Cestos project in the eastern region of Liberia. Abujar project covers an aggregate length of 40 kilometers of gold mineralization corridors with 26 kilometers of artisanal workings. Abujar project consists of three exploration licenses, which covers an area of 1,114 square kilometers. Dube South project is located in 410 kilometers south east of Monrovia, Liberia. Dube South project consists of mineral exploration license covering 405.85 square kilometers. Cestos project is located 300 kilometers northeast of Monrovia, Liberia. Cestos project consists of mineral exploration license covering 459.37 square kilometers.",2021-02-12,0.41,0.76,0.12,0.49,0,1.31,666388,-0.19,0,0.67,11.76,181.97,0.4,454.94,-149.63,-0.27,0.16,0,0,-13.91,0,-1.07,1,0
"203","TRN.AX","Torrens Mining Limited","Torrens Mining Limited is engaged in the acquisition, exploration and evaluation of mining projects. The Company is focused on exploration for gold, copper and cobalt. Its project portfolio includes Mount Piper and Club Terrace projects, Elizabeth Creek Copper-Cobalt Project and Laloki Copper-Gold Project. The Mount Piper project is located approximately 80 kilometer (km) north of Melbourne, Victoria and covers approximately 1,609 km square. The Club Terrace project is comprised of one exploration license and one exploration application for a total of approximately 383 square km in the Eastern Gippsland region of Victoria. It holds interest in the Elizabeth Creek Copper-Cobalt Project, which comprises three granted contiguous exploration licenses covering an area of approximately 739 square km in the Stuart Shelf of central South Australia. The Laloki copper-gold project covers an area of approximately 126 square km on the East Papuan Peninsula in Papua New Guinea (PNG).",2021-02-12,0.19,0.34,0.18,0.24,0,0.67,817903,-0.19,0,5.99,63.33,21.56,0.19,113.45,-108.67,-0.27,0,0,-1285.95,0,0,-1.07,1,0
"204","TBR.AX","Tribune Resources","Tribune Resources Limited is an Australia-based company engaged in the development of exploration, development and production activities at its East Kundana Joint Venture (EKJV) tenements. The Company's EKJV is located approximately 20 kilometers west northwest of Kalgoorlie and approximately 50 kilometers northeast of Coolgardie. Its Japa Concession is located in the Western Region of Ghana, approximately 110 kilometers southwest of Kumasi and approximately 50 kilometers north of Tarkwa, and the concession covers approximately 27.52 square kilometers within the Akropong Belt within the Birimian Supergroup that hosts the Ashanti type lode-gold deposits of West Africa. The Company also operates West Kundana Joint Venture, Mt Celia Project and Seven Mile Hill in Western Australia. The Company's subsidiaries include Tribune Resources (Ghana) Limited, Mount Manning Resources Limited, Melville Parade Pty Ltd and Rand Mining Limited.",2021-02-12,5.79,8.87,4.45,6.97,0,0.63,12108,0.08,6.49,-0.4,1.37,296.97,5.66,52.47,18.97,-0.24,2.85,26.72,42.55,3.21,0,-1.07,1,0
"205","TGN.AX","Tungsten Mining NL","Tungsten Mining NL is a resource company. The Company is focused on the exploration and development of tungsten projects in Australia. The Company has three advanced projects in Australia: the Mt Mulgine Project, which is located within the Murchison Region of Western Australia, approximately 350 kilometers north northeast of Perth; Big Hill Project, which is located approximately 30 kilometers northeast of the Nullagine township in the Eastern Pilbara of Western Australia, and Kilba Project, which is located within the Ashburton Region of Western Australia, approximately 250 kilometers southwest of Karratha. Its other projects include Loves Find in the Ashburton region and the Koolyanobbing Project. It has an agreement with Lithium Australia NL to explore for lithium and other metals, on the shores of Lake Seabrook, approximately 60 kilometers north-east of Southern Cross, Western Australia.",2021-02-12,0.21,0.26,0.09,0.15,0,1.13,253666,-0.19,0,-0.2,3.28,149.42,0.19,786.41,-24.57,-0.25,1.89,0,-7470.98,-10.11,997.1,1.58,145,997.1
"206","VMC.AX","Venus Metals","Venus Metals Corporation Limited is engaged in exploration of mineral tenements in Western Australia. The Company is focused on the exploration and development of its base metal projects, which are prospective for copper and zinc, as well as its precious and specialty metals. It has license applications over four strategic lithium-tantalum project areas in Western Australia, which include the Pilgangoora Northeast; Wodgina South projects in the Pilbara; the Nardoo Well project in the Capricorn, and the Greenbushes project in the southwest of Western Australia. It also holds two granted tenements (E52/3068 and E52/3069) and an application (ELA 52/3320) covering its Doolgunna project. Its tenements covering the southern Manindi Trend (E 57/983 and E 57/986) are located over 600 kilometers north northeast of Perth and form part of the Company's Youanmi base and precious metals project covering over 524 square kilometers of the Youanmi greenstone belt.",2021-02-12,0.22,0.34,0.13,0.24,0,0.88,90742,2.83,73.33,-0.26,2.68,33.24,0.22,151.08,5.66,-0.26,0.97,185.82,-1395.27,-6.75,32501.6,2.1,173,32501.6
"207","VUL.AX","Vulcan Energy Resources Limited",NA,2021-02-12,7.37,14.2,0.15,2.13,0,6.6,1342320,-0.19,0,5.27,56.36,799.53,7.44,107.46,-56.05,-0.27,0,0,-3228.5,-186.45,70.1,0.85,105,70.1
"208","VYS.AX","Vysarn Limited","Vysarn Limited, formerly MHM Metals Limited, is involved in the review of opportunities for an acquisition. Goldstock East Africa Limited is the subsidiary of the Company. The Company operates in Australia.",2021-02-12,0.11,0.16,0.04,0.09,0,1.33,696478,0.09,6.87,-0.36,1.75,42.56,0.11,386.96,30.94,0.3,43.34,40.57,-36.18,-30.37,6102.3,1.93,164,6102.3
"209","WAK.AX","WA Kaolin Limited","WA Kaolin Ltd is an Australia-based mineral extraction and processing company. The Company owns Wickepin Kaolin Project, which is located in the township of Wickepin, 220 kilometers south-east of Perth, Western Australia. The Company has developed a dry processing method, K99, turning raw material into market suitable feedstock for global customers. It has constructed a commercial processing plant using full scale equipment on three hectares of portside industrial land at Kwinana, near Fremantle in Western Australia.",2021-02-12,0.19,0.32,0.16,0.18,0,0.89,2080533,-0.19,0,-0.54,0,56.56,0.2,282.82,0,-0.27,0,0,0,-15.08,0,-1.07,1,0
"210","WGN.AX","Wagners Holding Company","Wagners Holding Company Limited is an Australia-based cement manufacturer and supplier. The Company provides construction materials. It operates through two segments: Construction Materials and Services (CMS) and New Generation Building Materials (NGBM). CMS supplies a range of construction materials and services to customers in the construction, infrastructure and resources industries. Its products include cement, fly ash, aggregates, ready-mix concrete, precast concrete products and reinforcing steel. The services which CMS provides include project-specific mobile and onsite concrete batching, contract crushing and haulage services. NGBM provides building products and construction materials through its composite fiber technologies (CFT) and earth friendly concrete (EFC) businesses. The Company also offers global services, which includes mobile concrete and aggregate production, quarries, transport, materials handling, project consulting, and the supply of plant, equipment and labor.",2021-02-12,1.8,2.19,0.57,1.45,0,1.12,168192,-0.19,0,-0.2,3.27,335.08,1.79,187.2,-0.02,2.13,181.52,-0.01,3.23,23.29,-0.126,-0.86,12,12.6
"211","WKT.AX","Walkabout Resources","Walkabout Resources Limited is an Australia-based mineral exploration company. The Company is principally engaged in the exploration and development of resources and energy assets located in Botswana, Tanzania and Namibia. The Company's operating segments include Graphite, Coal, Lithium and Copper. The Company's geographical segments include Australia, Botswana and Tanzania and Namibia. The Company's projects include Takatokwane Coal Project, Lindi Jumbo Graphite Project and Kigoma Copper Project. The Takatokwane Coal Project is located approximately 195 kilometers from the Botswana capital, Gaborone, in the southern belt of the Central Kalahari Sub-Basin. The Lindi Jumbo Graphite Project is located within the emerging graphite province in southeastern Tanzania approximately 200 kilometers by road from the port of Mtwara. The Kigoma Copper Project is located approximately 80 kilometers south of the town of Kigoma on the shores of Lake Tanganyika in western Tanzania.",2021-02-12,0.16,0.25,0.11,0.17,0,0.82,419912,-0.19,0,-0.25,2.77,54.12,0.16,349.13,-23.48,-0.27,0,0,-6017.52,-10.71,246.3,1.25,127,246.3
"212","WAF.AX","West African Resources","West African Resources Limited is a gold exploration company. The Company's principal activity is mineral exploration and feasibility study work focusing primarily on the Boulsa Gold project within Burkina Faso and Niger. The Company has approximately 100% interest in the Tanlouka gold exploration permit in Burkina Faso. The Company is targeting gold production at its Mankarga 5 project in Burkina Faso. The project includes M1 South Prospect and M1 North Prospect. The Company also has over 100% interest in the Sartenga Permit. The Sartenga copper-gold-molybdenum project is a porphyry system. The inferred mineral resources contain approximately 174,000 tons of copper and over 651,000 ounces of gold. The Moktedu prospect is located in the southwestern part of the Boulsa Project. The prospect covers approximately 10 kilometers of strike and it is confined within a northeast trending regional shear. The Company's subsidiaries include Wura Resources Pty Ltd SARL and Swan Resources SARL.",2021-02-12,0.84,1.23,0.36,1.01,0,0.86,4339678,17.03,417.5,0.4,9.08,734.71,0.83,879.9,0,4.73,377.64,2.95,32,39.08,7562.4,1.99,167,7562.4
